# cylinder diameter [cm]  % charge defect  % charge defect (no e-)
2 -31.563 -30.9277
3 -6.40853 -5.79233
4 -2.07975 -1.48254
5 -1.03625 -0.47835
6 -0.74825 -0.21119
8 -0.59035 -0.1187
10 -0.5458 -0.11654
