1 34 -4.43642e-05 8.89132e-05
2 36 0.000320825 -0.000315273
2 37 -0.000210383 0.000252503
2 38 1.63812e-05 4.48169e-05
3 34 -8.73632e-05 1.79552e-05
3 40 4.2445e-05 -3.36751e-05
4 36 0.000120932 -1.90605e-05
4 39 -0.000106782 -2.116e-05
5 38 -0.000245137 -0.000204486
6 34 8.72636e-05 -0.00017483
6 37 0.000203782 -0.00038509
6 48 1.50991e-05 2.10324e-06
6 51 0.00018793 -2.71132e-05
7 36 7.22193e-05 -0.000335867
7 37 -0.000217269 6.98721e-05
7 42 -0.000111104 2.3216e-05
7 45 7.79945e-05 4.34344e-05
7 51 0.000300699 -6.95399e-05
8 34 0.000481081 3.45194e-05
8 37 -4.54713e-05 -1.82877e-05
9 33 0.000191041 0.000148486
9 34 -4.70249e-05 0.000363388
9 35 -0.000412646 0.000172498
9 36 -0.000126782 0.000231159
9 37 6.22776e-05 -4.38407e-05
9 40 0.00017991 -8.33736e-05
10 33 -0.000200912 1.79962e-05
10 34 -1.62578e-05 -1.26526e-05
10 43 3.37136e-05 -8.32609e-06
10 60 8.38973e-06 -5.11435e-07
11 34 0.000102766 3.63382e-05
11 35 0.000202877 0.000401413
11 36 -6.39922e-05 1.53771e-05
11 41 1.82141e-05 2.77155e-05
12 33 -0.000344816 -0.000149033
12 34 -3.99451e-05 7.11694e-05
12 35 -6.2403e-05 8.04872e-05
13 34 0.000186773 -2.21093e-05
13 35 -0.00012482 8.18642e-05
13 36 -7.41807e-05 -9.71619e-06
13 38 6.02203e-05 2.44676e-05
14 33 0.000293249 -0.000109654
14 36 -0.000107019 0.000137264
14 38 -0.000293389 0.000152882
14 49 0.000140212 0.000189478
15 34 -0.000369408 0.000209493
15 37 0.000325602 0.000375436
15 38 -1.39999e-05 2.38122e-05
15 39 -6.52821e-05 -0.000348065
15 46 -0.000143567 8.46388e-05
15 47 -5.06135e-05 -2.12787e-06
16 34 -5.77467e-05 7.71319e-06
16 36 -9.80986e-05 0.000386618
16 39 0.000150601 -6.53547e-05
16 45 -2.71961e-05 -4.87657e-05
16 48 -0.000192329 9.98136e-06
17 33 0.000213501 -8.7634e-05
17 34 1.12743e-05 -4.7934e-05
17 35 0.000262192 5.62001e-05
17 37 0.000435339 -0.000222466
17 38 1.54539e-05 2.10903e-05
17 40 -0.000263254 0.000344122
18 33 -2.6349e-05 -1.68668e-05
18 35 -1.95436e-05 -0.000148583
18 36 -0.000305709 0.000364887
18 37 -0.000268598 0.000170289
18 38 0.000158008 0.000261406
18 47 -9.21669e-05 9.57186e-06
18 48 0.000163395 -0.000109072
19 35 3.8834e-05 -9.91613e-05
19 39 9.1992e-05 0.000103904
20 35 -0.000140483 -0.000308115
20 37 -0.000169442 0.000212134
20 39 0.000235412 -0.000365376
21 33 0.00018431 -0.000273805
21 36 -0.000286569 0.000252135
21 37 0.000299913 0.000112183
21 38 0.00025015 -0.000163403
21 43 0.000345521 -0.000290938
21 50 0.000272282 0.000197497
22 35 -0.000221618 0.000176857
22 36 -0.000344155 0.000166148
22 39 0.000173362 4.712e-05
22 41 1.20795e-05 1.73872e-05
22 44 0.000311087 0.000195029
22 53 -7.65833e-05 0.000345844
23 37 0.00027332 6.19299e-05
23 39 0.000161195 0.00024956
23 43 0.000183645 0.000266598
23 59 8.09353e-05 2.86535e-05
24 33 7.36781e-05 4.89862e-07
24 34 -0.000245794 0.000274075
24 35 -0.000105274 -9.74442e-05
24 36 0.000159748 0.000187682
24 53 -0.000109132 0.000159258
25 33 0.000519619 7.59032e-05
25 34 0.000180897 0.000123495
25 39 -0.00011431 -6.87106e-05
25 41 0.000443776 2.72627e-05
25 44 0.000500898 0.000140445
26 33 -0.000158107 3.75796e-05
26 35 0.000720502 0.000132429
26 37 0.000215358 -7.36488e-05
26 38 -0.000135307 6.67752e-05
26 39 -9.22676e-05 0.000126873
26 41 -0.000253288 0.000191081
26 45 -8.99338e-05 8.40481e-05
26 56 -1.36894e-05 1.65772e-06
26 61 3.90548e-05 5.46219e-05
27 34 -0.00022871 0.000168677
27 35 0.000457788 -5.75533e-05
27 38 2.8199e-06 1.48705e-06
27 42 -0.000338131 -6.21082e-05
27 52 -0.000228277 -0.000108661
28 33 0.000251082 -0.000159107
28 34 0.00011695 0.000181189
28 35 0.000347124 -0.000157581
28 38 -8.16195e-05 1.00611e-05
28 39 -0.000107388 2.70838e-05
28 47 0.000360917 0.000102505
29 34 0.000371419 0.000116551
29 36 0.000244615 9.79206e-05
29 38 0.000242999 6.96016e-05
29 39 -1.08059e-05 9.48545e-08
29 40 -0.000204292 0.000187333
29 52 -0.000289504 0.000182167
29 59 0.000215777 -0.000325056
30 35 0.000257303 7.39751e-05
30 36 -2.31748e-05 0.000393643
30 38 -0.00015546 -0.000169263
31 33 -0.000379277 -0.000195219
31 34 0.000272537 -0.000440764
31 35 0.000391937 0.000241374
31 37 0.000144667 -9.1721e-06
31 38 5.4266e-06 9.32587e-05
31 42 0.000385379 -7.11039e-06
31 43 0.000344244 -0.000325178
31 46 -1.59152e-05 9.71863e-05
31 54 0.000218617 0.000331534
31 59 -0.000439478 -0.000235075
32 33 2.01038e-05 -3.35342e-06
32 34 0.000250917 7.48203e-06
32 35 0.000217914 0.000262775
32 36 1.4999e-07 -6.93622e-07
32 39 -0.000357933 -0.00023151
32 40 2.04813e-05 3.41413e-05
32 44 5.53961e-06 3.37096e-05
32 48 1.15241e-05 1.77429e-05
32 51 0.000321387 0.000196222
32 53 0.000397372 0.000302195
33 34 6.50618e-05 3.98158e-05
33 35 0.00033961 0.000334424
33 38 0.000231208 3.86183e-05
33 39 0.000267018 0.000357874
33 43 9.16325e-05 -0.000126335
33 45 -0.000106803 7.19509e-06
34 37 0.000311327 0.000331843
34 38 0.000133477 -7.08858e-05
35 34 -2.36791e-05 -7.27351e-05
35 36 -0.000491125 -7.21231e-05
35 37 0.000119354 0.000106771
35 40 -0.000308435 -0.000340482
35 58 -0.000121011 0.000230144
36 37 5.21856e-05 4.21066e-05
36 39 -0.000389762 4.75287e-05
36 44 -0.00029944 7.75635e-05
36 58 -0.00029375 1.49332e-06
37 33 0.000446059 -0.0001123
37 36 0.000186027 -6.30448e-05
37 38 -0.000407996 3.80902e-05
37 41 1.6575e-05 0.000216756
37 53 -0.000107082 7.08197e-05
38 34 -0.000181429 0.000312676
38 35 -0.000433709 -0.000188705
38 36 4.579e-05 2.94608e-05
38 37 7.82389e-05 6.6407e-05
38 38 0.000152705 -0.000430091
38 39 6.89491e-05 9.44789e-05
38 43 0.000149231 0.000185723
38 44 0.000282767 -0.000229102
38 50 3.27961e-05 1.20809e-05
39 34 0.000307982 -0.000274341
39 37 0.000219151 -5.05347e-05
39 43 -0.000238083 9.53124e-06
40 37 0.000353008 0.000113377
40 38 -0.000113507 3.04048e-05
40 41 7.51022e-05 -4.16959e-05
40 47 -8.64565e-08 2.49265e-07
40 50 -0.000329156 2.69596e-05
41 35 4.40613e-05 -0.000101053
41 36 0.000279692 2.80267e-05
41 37 9.13635e-05 -3.07614e-05
41 39 0.000503398 -0.00017568
41 44 -0.00017961 -1.47005e-05
41 46 1.33807e-05 2.65865e-05
42 41 0.000139283 -6.14973e-06
42 42 -3.94605e-05 -9.17805e-05
42 43 3.48702e-05 9.71813e-06
43 37 0.000228743 0.000191166
43 39 0.000310544 -0.000102775
43 41 0.000302736 6.21776e-05
43 42 0.000374803 -0.000261613
43 46 0.000327961 0.000114006
44 44 -9.51514e-05 -0.000206149
44 50 4.95503e-05 -2.11545e-05
44 51 0.000176746 0.000310444
45 34 -0.000162892 -0.000348547
45 40 -0.000261884 0.000202814
45 42 -0.00032972 7.25432e-05
45 46 -0.000258844 0.000365078
45 47 -0.000390747 -0.000106655
46 38 -1.40944e-05 3.51135e-06
46 39 7.87143e-05 2.06773e-05
46 44 -0.000264782 3.35665e-05
47 34 0.000642494 -0.000634553
47 36 -0.000173882 -2.70352e-05
47 38 -0.000400397 0.000119177
47 40 0.000240214 -0.000151029
47 41 0.000418789 6.71739e-05
47 46 8.81237e-05 4.67538e-05
48 34 -3.71919e-05 0.000285622
48 49 0.000398387 -7.71044e-06
49 35 3.29334e-05 -5.9657e-06
50 36 -0.000193463 -0.000188852
50 48 2.37878e-05 5.92168e-05
51 33 0.000141447 -0.000156075
