0,0.0172786,0.0280778,0.0280778,0.00863931,0.00431965,0
0.0907127,0.0928726,0.0907127,0.0259179,0.0172786,0.00431965,0
0.101512,0.12959,0.190065,0.101512,0.0259179,0,0
0.00863931,0.00863931,0.0215983,0.00215983,0,0,0
0,0.00215983,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
