# Energy HIT_S59 HIT_S100 HIT_S200 G4_Cu G4_Cu_vac G4_S59-Ag/KA G4_S100-Ag/KA G4_S200-Ag/KA G4_S59-Ag/KA_vac G4_S100-Ag/KA_vac G4_S200-Ag/KA_vac G4_S59+Ag/KA G4_S100+Ag/KA G4_S200+Ag/KA G4_S59+Ag/KA_vac G4_S100+Ag/KA_vac G4_S200+Ag/KA_vac #
70.03 0.9570 0.9385 0.9350 0.974917 1.00715 0.9597090 0.9559123 0.9529360 0.974846 0.974725 0.974735 0.9630045 0.9587001 0.9543514 0.9638633 0.9593092 0.9547429
100.46 0.9850 0.9500 0.9475 0.984480 1.00813 0.9713050 0.9668319 0.9607563 0.984694 0.984533 0.984373 0.9697625 0.9660951 0.9606255 0.9710345 0.9668096 0.9615808
130.52 0.9925 0.9580 0.9525 0.990609 1.00884 0.9800203 0.9753568 0.9689700 0.990117 0.990464 0.990337 0.9743315 0.9709108 0.9660372 0.9760811 0.9727494 0.9677208
160.09 1.0000 0.9635 0.9590 0.994701 1.00948 0.9857640 0.9816718 0.9751282 0.994044 0.994167 0.994016 0.9781011 0.9752822 0.9706269 0.9802558 0.9771276 0.9720451
190.48 1.0075 0.9715 0.9650 0.997829 1.01029 0.9902176 0.9864116 0.9802150 0.996718 0.996801 0.996776 0.9812587 0.9789983 0.9744847 0.9835302 0.9808661 0.9766620
221.06 1.0125 0.9800 0.9770 1.000060 1.01082 0.9929539 0.9896768 0.9839045 0.999012 0.999164 0.999045 0.9839512 0.9819106 0.9779961 0.9860308 0.9838109 0.9798722
