59,70.03,-0.1289052245
59,100.46,0.5351431759
59,130.52,0.727242972
59,160.09,1
59,190.48,1.4030957756
59,221.06,1.7358135154

100,70.03,-0.4571387954
100,100.46,-0.4114724481
100,130.52,-0.4211755152
100,160.09,-0.4274540477
100,190.48,-0.3463718821
100,221.06,-0.0975743607

200,70.03,-0.4439310467
200,100.46,-0.3322168088
200,130.52,-0.3684028578
200,160.09,-0.3481077171
200,190.48,-0.3299388228
200,221.06,0.0340193196
