70.03,59,0.513061651
100.46,59,-1.7530964467
130.52,59,-2.0148110831
160.09,59,-2.2207
190.48,59,-2.5911662531
221.06,59,-2.9123950617

70.03,100,2.0558337773
100.46,100,1.5343157895
130.52,100,1.2992693111
160.09,100,1.1344058121
190.48,100,0.7547092126
221.06,100,0.1814285714

70.03,200,2.1373262032
100.46,200,1.3817414248
130.52,200,1.3425721785
160.09,200,1.1039624609
190.48,200,0.8997927461
221.06,200,-0.0829068577
