# Energy HIT_S59 HIT_S100 HIT_S200 #
70.03,0.9570,0.9385,0.9350
100.46,0.9850,0.9500,0.9475
130.52,0.9925,0.9580,0.9525
160.09,1.0000,0.9635,0.9590
190.48,1.0075,0.9715,0.9650
221.06,1.0125,0.9800,0.9770
